datetime,url,message
2022-01-07 11:39:00,https://youtube.com/c/ujuokonkwo," Have money trouble? Subscribe to my YouTube channel:  *Money x Onyeka*    for financial education content. I teach you to be the boss of your money: ✅Learn the foundations of personal finance. ✅Build your way to financial freedom. ✅Learn about asset classes, risk management and actionable plans to get value from your portfolio. See link below. ⬇️⬇️⬇️  https://youtube.com/c/ujuokonkwo"
2022-01-29 15:52:00,https://rise.capital/, For those that are interested in Stocks Ope mentioned Risevest which is a good one.   You can use my code to signup to save/invest in a dollar denominated asset🥰🥰  https://rise.capital/ My code : 6IFDLKNG  Protect your money as Onyeka mentioned 😂
2022-02-02 15:12:00,https://app.investbamboo.com/invite/onyeka961582, Open a bamboo account  https://app.investbamboo.com/invite/onyeka961582
